C_NATIONKEY,C_ACCTBAL,CORR1,CORR2,C_MKTSEGMENT,C_PHONE
7,10102,931,437,0,7638
23,9862,264,163,4,5741
2,2026,737,693,2,1421
19,4220,836,911,2,7911
9,6939,148,1067,0,2588
16,8047,948,1043,2,7918
7,6873,728,627,4,1055
17,4517,637,441,3,9388
13,1102,262,644,3,5664
2,7819,555,1001,3,1650
16,6622,971,1025,2,7824
3,5370,166,913,3,1523
8,7400,597,898,2,731
19,3308,358,791,2,4086
4,1283,667,796,2,2362
1,8510,953,102,1,9175
3,1027,81,1060,2,2492
12,464,368,842,4,6153
22,9186,231,818,0,442
1,9747,341,444,0,6274
3,1878,686,158,4,3029
22,2434,869,618,2,789
7,3877,662,915,4,9596
10,4264,737,802,3,3873
14,3223,166,281,2,1341
9,7919,676,1059,1,4267
2,4451,220,807,4,5489
7,1831,877,847,3,3858
3,4656,903,340,0,8956
20,6376,550,1091,3,7774
0,1707,773,1020,1,4529
7,7255,558,522,0,8780
8,9606,549,386,3,6962
18,7701,244,637,4,7409
9,7700,977,939,4,3664
0,5228,435,315,3,7101
6,6734,42,462,2,2878
6,3713,450,566,4,9830
1,6337,143,621,4,2645
9,8100,308,354,4,8577
17,9107,956,1042,1,408
6,7302,445,609,2,5673
3,212,711,577,4,4479
4,3213,292,1056,1,4606
0,9488,853,838,0,3812
23,950,891,1025,2,6199
3,3252,792,154,0,548
7,1656,979,20,4,7349
9,2106,508,1018,1,198
3,3216,845,531,1,4238
4,1888,733,801,3,8218
7,5369,812,223,2,7128
16,6952,845,390,3,8074
15,3885,587,1009,4,7165
23,7547,691,563,3,714
5,6386,440,450,2,802
2,8734,918,722,4,5359
1,117,461,593,3,3837
14,1607,514,896,3,5029
9,10052,80,836,1,655
18,1130,57,434,4,1243
8,1540,1000,71,4,1495
15,232,283,756,0,9613
0,7968,870,138,3,538
9,9715,657,249,2,542
23,10745,303,860,1,5864
11,8198,927,996,2,7335
18,5279,736,351,2,5591
8,4363,192,124,4,1175
24,3548,204,596,4,1676
21,10712,841,134,0,463
9,3723,840,923,0,1995
22,2706,429,938,2,9898
6,6117,415,517,2,6366
22,121,429,507,3,6558
2,8312,44,746,0,388
1,8329,339,587,4,1254
16,3350,294,428,1,5707
22,4459,972,198,2,6418
1,10124,468,679,1,3060
6,10682,419,184,3,2748
1,10569,8,1147,2,9226
2,7,240,868,0,7497
6,2833,501,305,3,9589
4,6660,464,517,4,5188
13,9113,736,584,3,3683
9,7613,284,539,4,3638
3,10748,77,518,0,6212
20,7684,324,724,4,6840
7,1680,774,156,3,8941
23,486,226,560,3,4053
2,2401,600,131,1,6239
24,4120,283,595,4,4464
8,7703,919,118,0,3177
5,8476,165,228,0,5263
23,9542,898,761,1,4455
6,5472,745,134,1,900
0,7531,82,935,4,317
6,3715,321,833,4,157
0,7960,848,746,2,9816
0,1952,450,861,1,5252
17,960,951,310,4,3047
1,4185,936,529,4,9328
18,2916,710,273,4,5457
9,5109,299,1032,0,4779
4,4692,67,460,1,3028
24,4200,227,1056,0,7669
24,8644,141,684,0,1607
9,7237,82,870,1,6591
4,8714,9,6,4,8659
2,3445,997,286,4,8855
4,2508,390,667,3,3338
2,5981,799,663,1,5189
2,3724,223,437,4,9533
24,2199,196,606,2,605
5,2181,151,137,0,7951
23,7561,933,1024,4,4706
7,4549,659,235,1,5726
23,5395,242,450,1,7825
4,4716,971,1038,4,5259
0,5587,690,312,2,1738
8,10343,602,799,2,6159
4,9212,218,196,1,8364
8,6861,653,894,0,4704
0,6239,468,1000,3,5919
4,5626,430,1050,2,6616
0,8663,324,300,0,7642
1,5492,186,165,0,9383
23,1091,164,780,0,4999
1,20,659,341,0,7779
3,8736,512,294,2,122
10,3666,948,229,2,8144
8,6674,840,1059,3,9590
7,1761,431,827,3,292
3,8200,356,127,0,2757
0,2534,671,518,4,4334
13,1540,311,663,3,6652
14,9930,643,996,3,8778
3,10004,665,119,2,4980
7,9391,390,843,4,8736
6,10274,195,174,4,1731
13,1837,854,1064,1,5708
4,5608,83,562,3,1369
23,4203,790,992,0,3802
15,6045,47,844,3,7648
5,8825,372,837,0,7237
0,2742,777,662,1,8857
6,1428,801,822,4,3756
2,581,67,996,4,3613
1,6990,860,257,2,7539
3,2404,710,387,1,9972
15,5207,901,502,3,5337
7,6454,126,730,2,1288
0,10685,753,210,1,3611
22,6148,786,791,4,5533
19,10464,285,1024,3,7901
24,4972,419,568,4,2450
16,2435,619,232,4,4133
7,3499,139,831,0,6787
8,7035,139,1012,4,417
9,1556,898,399,0,9443
0,6302,141,611,4,8453
3,10979,338,434,3,4389
10,7842,830,544,2,6879
23,4114,799,745,4,9729
10,5498,379,730,3,1983
22,9209,254,592,3,3492
1,7379,166,310,4,8519
7,5009,162,480,1,4931
6,4506,17,828,2,7681
1,8508,889,718,3,4229
3,7686,272,323,0,4660
4,8833,773,437,4,2168
18,7632,672,445,1,6158
3,1932,434,505,2,4449
7,2672,994,81,2,7053
9,1124,859,590,2,5269
12,19,865,147,4,549
3,4566,372,802,2,1150
4,4913,422,559,3,4999
9,9427,378,447,1,4511
3,6351,937,1010,4,4380
0,6610,110,878,1,5997
4,78,541,590,0,2780
5,7490,505,436,3,6388
11,4913,191,964,4,6600
5,4263,780,870,0,3231
23,8141,95,625,2,855
17,394,783,141,1,9248
8,4363,651,463,1,6691
6,1726,80,931,0,4489
12,623,783,890,0,8920
7,9917,676,320,3,3681
4,10348,221,862,1,523
3,1253,902,1066,4,9284
5,7962,152,747,3,2768
16,10651,476,945,0,1013
2,219,414,249,1,5171
15,10253,990,57,0,419
7,7010,579,483,2,2527
4,6494,386,160,4,6529
23,3332,325,424,4,1858
13,4066,430,394,1,18
7,7793,861,770,4,2556
4,2708,631,397,4,9467
5,2234,327,484,0,2089
16,8826,39,1031,2,8096
24,53,857,306,2,6743
9,9592,761,462,2,4500
14,9520,635,197,1,1196
10,10850,765,780,3,1905
15,10305,799,859,1,6114
5,5707,117,985,2,5575
23,3182,511,1062,1,1604
4,910,383,459,4,4773
4,1751,725,149,1,9690
15,6046,896,118,1,1919
11,10000,509,257,1,2537
3,370,215,508,2,795
12,10387,778,775,3,9949
20,2388,311,191,1,5058
8,6931,305,356,0,180
19,8657,618,370,0,771
9,3436,216,257,1,3681
2,4098,129,479,3,4509
2,1335,782,403,3,5167
3,2736,515,734,0,8701
8,10799,215,808,2,3068
15,3703,224,773,3,8402
3,6084,338,99,0,3778
9,7586,893,552,0,9846
18,5482,336,1038,4,6245
6,8004,939,1043,1,7799
7,10951,4,641,1,1383
0,4697,877,744,4,8831
9,6477,296,880,1,2431
14,5717,195,823,2,3151
6,6350,261,482,1,4457
9,5664,888,269,3,8615
4,8908,934,654,2,66
9,4353,818,583,2,1795
22,4393,262,793,2,3771
23,5989,763,820,2,3487
3,9141,676,535,3,1168
7,8848,531,308,3,6962
21,9468,209,869,4,8630
7,8180,233,517,2,2958
9,7458,999,44,2,9274
1,5969,389,542,4,6498
2,5631,391,343,1,4618
8,9033,348,821,1,9667
10,4829,169,1038,2,5574
6,8612,251,285,1,6789
22,4466,886,968,0,8033
8,6273,96,488,0,2570
6,2930,436,423,1,1653
6,139,678,362,2,2239
23,1858,324,610,2,890
4,520,229,402,4,1948
17,9387,261,271,2,4570
10,2081,386,515,0,7484
1,445,291,185,0,6118
9,6274,594,909,4,705
4,5511,196,509,3,3085
3,6844,594,559,2,1548
4,2844,445,727,4,8853
6,974,151,152,4,3083
13,5276,923,781,4,2370
7,7642,713,362,0,4843
5,8082,843,978,3,3105
9,5756,184,676,2,7830
6,10419,329,390,1,3081
5,8393,977,483,1,3555
2,7727,248,929,0,8747
3,1261,494,149,2,2725
18,4954,89,313,0,4248
11,2328,20,319,3,2557
6,7692,295,523,0,1934
4,9954,685,794,3,6382
12,7782,302,526,3,8191
5,4435,472,329,0,1753
7,6008,866,947,3,5499
19,4531,338,347,0,3563
4,10673,564,238,2,2855
0,5857,77,969,3,5684
24,8840,192,220,3,6549
1,6610,914,763,2,5042
0,32,707,537,0,7876
4,4081,222,807,3,3476
3,10352,962,240,1,7762
21,8455,423,479,1,6350
1,8100,290,287,2,6564
7,3180,938,777,4,8766
11,6542,645,883,2,6442
4,4781,364,937,2,6488
5,9121,113,949,0,3751
17,3918,849,292,0,3418
19,4058,163,672,4,6101
7,1800,363,1037,0,7627
5,5427,258,662,3,8052
8,158,980,91,0,4435
5,4243,428,339,0,6979
12,4308,469,321,1,6938
12,3689,940,107,1,5744
15,4766,279,882,1,7996
1,3381,450,418,3,6354
9,51,715,300,1,2910
7,9738,611,1070,1,6521
0,1296,81,142,0,694
0,755,935,696,4,5541
10,10095,250,990,3,6764
4,9730,134,753,1,4779
11,4730,647,768,4,7629
10,6254,240,646,3,3113
3,1567,239,503,1,4987
5,3984,917,963,0,5231
10,3873,231,265,1,908
19,1040,117,505,4,9264
6,4764,532,542,3,7981
2,8013,706,818,1,1582
10,1200,453,475,4,8349
21,1452,16,1049,2,9230
14,4412,767,670,0,3939
4,8278,564,428,2,6058
12,3921,743,562,4,7545
20,503,878,609,4,5042
1,5678,330,861,2,6755
4,6960,268,798,3,5654
4,2054,687,369,1,3775
3,7728,735,470,3,5780
12,4315,339,693,0,9561
1,711,626,446,1,6883
3,9946,866,108,3,5992
21,6089,501,1026,2,2890
6,2062,903,1004,3,7211
0,7801,1,1129,4,2297
17,9388,734,794,4,3539
0,9304,673,546,3,5209
11,2644,201,163,4,1875
9,6766,474,759,1,6221
5,5791,383,328,2,6755
21,2982,437,159,1,4192
18,9739,759,356,0,7446
9,5266,901,1013,0,4104
5,2343,989,1140,2,9207
18,3001,303,1031,4,9803
7,2484,914,601,2,122
14,513,422,177,1,2464
5,3703,275,977,2,7315
19,8492,735,381,0,614
18,8124,592,974,0,3281
2,10032,557,441,0,4412
1,722,502,302,3,6120
6,4037,812,136,0,4687
9,7429,568,474,0,1271
3,9901,464,958,3,2642
11,10268,733,762,3,3319
6,470,825,853,4,7379
23,9464,821,1005,2,4200
13,8810,407,924,0,9225
1,4067,807,675,1,2620
7,9191,925,793,0,2720
6,7832,626,403,2,1543
2,10916,829,698,4,5260
4,1650,812,729,1,9185
10,9983,242,959,1,5595
3,1762,911,550,3,3300
20,5321,751,487,3,8300
9,5181,387,1004,3,9438
6,7076,834,147,0,849
11,9383,216,358,4,170
9,5045,893,309,2,3461
14,3060,975,777,1,9448
9,2697,660,358,2,7540
20,9566,746,950,2,8949
17,2736,288,150,2,2509
4,7088,555,737,0,6947
12,8511,61,832,2,8133
2,8792,110,837,0,1361
1,6057,739,263,4,507
2,4518,466,350,1,8112
0,1203,194,238,1,1815
9,4118,8,47,4,3695
15,5090,277,970,1,7045
4,2912,251,644,0,8775
6,7674,126,507,2,3193
6,7325,393,415,1,1675
11,6648,822,149,4,7794
3,7426,928,941,1,9914
8,2331,648,764,3,5785
3,9012,123,624,1,8155
7,18,132,988,3,2976
6,3694,260,1010,0,9648
0,4029,709,822,2,4104
18,10462,920,882,4,3639
8,8720,148,983,0,3443
5,83,295,708,3,5232
0,8859,202,861,4,4506
24,5664,579,420,0,5171
12,1112,61,119,3,3680
3,3256,50,512,4,5048
3,2926,893,748,0,760
7,7586,454,964,0,2541
2,3187,854,635,4,3491
0,2644,136,603,1,9822
0,2530,675,816,1,19
3,376,356,983,2,1397
8,7549,540,800,3,6800
2,10695,605,639,4,7019
13,3234,473,296,3,3627
2,4979,358,873,0,9051
1,4325,392,1057,0,2077
6,1399,705,925,4,8519
6,9970,887,791,4,7883
6,4856,902,136,1,2298
11,92,416,562,4,8409
0,496,248,299,4,9267
2,5798,817,419,2,3019
23,5134,111,308,1,1988
0,2160,593,1100,2,942
24,10861,796,698,1,1248
5,10065,620,654,0,9231
1,2137,308,411,1,1604
8,8247,857,691,0,6965
9,2378,290,515,1,8960
3,8656,910,525,0,3104
1,883,784,409,2,990
2,8167,489,427,1,5603
21,2246,161,341,0,9867
5,9125,625,705,1,799
3,2377,346,231,0,5357
7,10542,65,146,1,5180
9,4673,514,549,0,9085
21,3215,45,405,0,3916
8,3320,843,1063,0,4753
19,6993,370,754,4,3986
16,5643,237,768,2,8797
23,7930,567,1040,3,9334
5,7318,211,1065,0,5426
9,7561,883,631,4,5571
2,1635,764,675,4,3861
20,8612,963,499,0,9004
1,9179,779,824,0,3599
1,2731,62,1005,0,6362
5,567,990,290,3,4337
7,3792,184,550,3,6801
12,6944,590,1017,2,9156
0,9887,260,586,2,3911
14,4313,502,978,4,6167
8,2684,288,467,0,8249
0,2866,271,434,4,8182
12,9341,30,169,3,3615
11,8113,422,406,0,5146
0,8114,145,186,1,5907
0,5005,167,330,2,4726
14,3450,49,903,3,1490
20,3962,413,969,3,5752
9,2179,424,509,0,5846
1,6076,813,627,4,2580
0,2035,292,1068,4,9740
6,4033,513,633,1,3745
13,3952,184,345,2,832
10,4019,295,834,1,3099
20,4941,617,594,4,1913
22,135,948,310,0,8811
6,1992,189,549,1,4456
6,7029,311,920,0,412
19,7913,882,462,2,3053
9,7081,237,1105,2,9546
9,6652,258,676,3,6328
18,2755,746,679,0,5217
10,4186,253,296,1,4268
24,3606,229,410,2,4773
3,9742,313,356,0,7712
4,9615,862,818,3,3867
4,4462,944,904,1,8905
7,914,923,372,1,5626
8,5647,510,201,0,5004
2,6839,738,582,4,4794
2,6486,914,125,3,2066
12,7383,454,562,3,9097
16,2740,907,405,2,5586
3,10892,148,1016,1,7278
5,9078,796,905,0,1676
17,8243,678,509,1,1925
8,10527,503,151,4,1563
16,1465,341,129,0,7229
1,5094,953,438,2,8692
12,10300,411,547,4,5601
5,5866,135,535,3,8431
7,634,37,346,3,5271
7,9056,281,537,0,2675
3,986,159,734,4,6948
9,1114,247,486,2,5402
19,1241,328,589,4,5442
7,9082,456,295,2,6135
8,9634,466,468,1,5364
5,1597,152,555,3,2803
9,4817,38,1098,4,7849
3,176,418,923,1,1079
22,8988,205,433,3,8307
13,3418,318,854,3,7552
20,7579,719,669,0,1391
11,517,996,1122,4,9681
4,4843,587,564,3,1846
4,6598,602,557,0,4368
3,10269,202,893,1,9358
2,10500,63,738,3,6101
6,10894,519,135,0,8075
3,5908,293,553,2,8432
0,10074,420,852,4,6035
5,9302,429,577,0,2046
0,7013,925,815,4,2460
0,10360,302,506,3,3588
8,969,82,776,3,1562
9,2427,457,544,0,2455
0,2328,423,377,3,5287
13,9497,240,196,4,4910
5,5688,231,524,4,4996
5,9812,560,631,3,4246
0,7010,26,1110,0,5509
18,4230,387,416,2,6082
3,3547,313,258,3,5713
2,1063,386,123,3,727
2,1705,809,969,4,6261
4,2726,826,263,1,9601
21,9893,814,883,3,6907
8,5609,748,473,2,496
21,7733,58,660,4,1125
23,10468,643,142,2,7703
4,293,25,273,3,2202
4,2055,780,535,4,2196
1,5495,82,741,0,7487
0,8862,578,636,3,2032
4,9023,345,558,1,8384
9,10312,684,576,0,4613
12,9222,911,783,1,7432
20,769,845,226,2,9450
1,5890,722,938,4,9113
22,10850,467,758,0,1841
20,1749,865,747,1,4904
1,9380,634,719,4,7369
6,10727,592,755,4,5587
0,2015,33,724,4,3257
4,9190,836,716,0,1966
1,904,965,750,1,2581
9,8385,905,634,4,3937
8,2160,410,1054,2,7421
10,1514,945,1047,4,548
24,10363,441,384,3,4019
18,6392,767,130,3,3680
21,10131,248,547,0,2018
6,5727,586,696,0,142
4,6518,439,975,1,5063
20,8184,548,534,2,1986
3,663,166,982,0,3713
10,2232,513,651,0,8505
20,5683,106,639,0,9197
12,5614,702,768,1,7210
0,354,595,337,1,1545
9,4293,0,41,2,2040
0,10714,516,444,3,1510
0,2127,945,436,4,1002
16,10275,505,1073,1,5761
3,6810,156,238,4,8581
15,8675,990,1134,2,3391
0,9555,432,158,3,7155
10,6581,459,709,3,376
22,2589,896,306,4,6122
2,2056,860,963,0,5400
23,3210,781,951,1,5555
1,5002,569,345,1,1849
6,6510,877,985,4,9040
6,7321,413,416,3,627
5,5311,918,350,0,7023
15,1268,297,1009,2,1900
16,3525,687,986,1,9651
0,916,134,570,3,5719
0,5645,708,854,3,2648
4,10888,393,483,0,4497
22,3285,43,1031,2,5157
1,3088,845,474,2,8899
19,8692,795,795,3,8449
8,1334,853,752,4,2648
0,7289,407,891,3,6476
20,3852,526,595,3,7826
8,1849,641,764,4,3155
5,4087,688,787,1,4268
15,590,135,676,1,6074
19,4951,882,697,0,5967
5,5204,483,619,2,6497
3,4616,546,155,2,4958
3,4745,548,950,3,1445
10,5893,610,139,2,2290
22,10195,971,1033,1,1700
3,6849,141,295,0,27
12,4018,133,688,0,2135
1,403,465,807,1,9514
14,3577,688,911,3,9749
24,850,449,273,1,3051
13,2218,258,920,1,6317
0,1472,873,786,3,1903
7,10070,802,897,3,2595
7,7777,913,698,0,8478
12,3135,870,714,2,7117
6,10244,910,806,1,9029
7,9635,224,312,0,2937
0,2757,2,69,2,9227
5,7417,738,733,3,4501
8,6327,6,586,1,2204
1,7365,760,703,4,9351
18,4884,7,23,1,4522
11,6121,615,209,1,1971
4,8331,376,134,2,6855
22,2048,605,886,1,809
19,270,152,822,4,7754
7,8158,933,854,1,4209
0,3203,541,306,0,4141
2,5359,856,148,3,9141
3,6267,865,1009,1,8594
9,5520,909,355,4,268
21,8934,738,613,0,3293
2,10472,472,159,0,6866
2,9161,546,569,3,2755
2,5441,491,717,4,5789
22,7598,734,997,3,4810
8,5386,708,506,4,3427
5,9971,898,639,0,5783
14,2640,881,373,2,6679
6,227,548,381,1,4023
0,6913,214,280,4,7330
16,7554,381,137,3,310
2,1361,815,877,3,8258
24,6307,748,842,4,7294
2,9404,316,461,4,7417
0,7144,720,302,1,1946
24,8913,559,804,4,4270
24,4826,986,1111,1,9972
4,790,519,984,1,4194
16,10696,386,1019,0,6339
4,9217,6,146,4,7150
13,1586,931,736,0,4403
23,4695,662,969,2,1470
9,8037,453,549,4,8045
10,9571,622,1002,0,8212
11,5092,285,575,2,6963
11,4252,715,772,4,6889
10,967,791,959,0,4500
5,7370,266,430,4,9098
13,1010,238,482,3,7890
4,2596,361,566,1,2632
21,8683,633,713,3,2398
8,5533,208,308,3,4978
8,10286,436,246,3,5324
17,4580,658,996,0,1879
1,6905,339,179,3,3675
3,4294,221,770,2,3292
10,9927,423,571,1,4184
7,6691,38,503,2,5047
6,3186,402,619,1,7063
4,10566,317,380,4,6390
1,10777,813,933,0,8557
20,7830,465,247,2,7760
8,10229,776,120,3,8549
4,6538,84,238,2,541
16,6321,726,939,1,9126
7,10812,847,323,2,403
17,3797,868,135,4,3428
1,163,72,596,4,3173
19,5532,86,388,1,3823
24,2471,116,667,2,9871
2,7690,832,168,3,1860
21,8521,787,762,4,4842
7,10212,752,175,4,799
13,909,32,248,1,2071
6,6013,708,399,2,2480
12,6084,901,1064,2,8930
2,10332,277,237,3,995
3,5621,319,795,4,1453
0,9906,4,24,0,6464
8,3609,686,1010,4,3344
9,3326,950,916,4,9591
4,361,685,235,2,506
9,18,557,600,4,8286
22,8126,493,240,4,4079
9,8877,932,843,1,6752
5,133,187,737,4,6054
18,6357,922,900,3,518
7,8599,929,468,4,2195
2,4681,337,636,3,1337
1,5042,829,523,4,1082
2,5382,244,409,3,5178
7,3677,264,572,0,8914
6,2928,300,155,1,3661
12,61,205,196,4,7072
2,10541,133,216,0,3860
1,5572,493,564,0,6941
7,9185,346,216,2,912
4,6360,657,1036,3,5511
5,6987,898,1017,2,2050
1,4198,659,449,3,5642
5,5473,971,381,2,3137
1,3577,586,923,0,1344
16,487,451,1031,0,8732
7,4136,113,926,3,2677
19,6604,248,565,2,3043
16,1518,392,491,1,4472
14,2514,98,642,0,3427
2,1958,215,380,2,350
6,39,841,715,2,3189
9,9076,53,559,3,7247
13,1012,632,1043,3,2986
6,3412,204,947,3,6631
8,887,686,777,2,1698
1,8312,814,735,0,1220
12,897,226,510,0,3172
12,7610,920,190,3,1332
5,8878,880,413,0,2631
14,1828,223,1034,0,9219
13,8122,253,390,1,6741
17,6852,884,393,3,1301
4,7350,456,1014,2,6917
8,1055,608,724,1,994
22,6293,316,374,0,6320
0,4873,865,948,3,9940
4,1255,469,235,0,5702
7,1452,283,696,3,5827
7,9283,324,881,2,7499
6,194,310,648,2,4178
13,4435,160,572,3,9182
1,9902,79,960,1,9175
19,9121,215,980,3,619
1,9501,126,1038,3,7536
18,10046,937,1020,4,6657
20,3750,903,466,3,7105
9,8157,495,820,3,4387
5,9823,132,325,4,1382
24,9278,459,547,1,7411
3,9795,534,452,2,4840
6,8659,290,226,0,5085
14,6635,783,468,3,7318
6,4976,967,1034,2,5118
7,9743,450,958,2,2694
23,10808,788,382,3,6242
6,10197,757,534,4,1341
4,10875,973,691,3,8228
3,7710,363,269,4,454
4,7528,343,1086,3,4913
9,9167,482,803,0,612
8,10227,261,384,1,4974
2,3433,367,452,0,8426
7,3382,272,342,3,5764
20,7056,980,7,3,2966
9,8589,686,566,0,59
2,8698,755,203,3,5754
3,5737,65,911,3,184
3,7641,630,360,1,5850
17,2498,825,641,4,9034
0,10682,151,827,2,5056
19,7888,88,573,1,8456
11,565,553,202,0,9083
10,1453,470,243,1,5290
1,6679,825,411,2,2849
4,763,247,727,0,1017
9,307,780,415,1,7600
0,39,320,720,3,6909
8,10869,571,1048,4,8421
2,10494,866,802,2,3160
22,7989,588,511,4,8500
3,4608,117,909,3,1154
6,10712,642,417,2,6646
22,8159,385,371,1,7523
19,9757,399,968,2,7679
3,4837,651,220,1,7970
22,3470,77,304,4,4334
4,8941,926,945,1,4938
15,9529,146,201,3,171
7,5291,832,825,4,7204
3,2183,505,604,0,9859
11,10801,901,963,0,4564
5,4343,82,489,1,9994
2,10246,89,798,3,3970
1,5488,61,190,3,2776
7,4027,64,744,1,9424
22,3369,862,988,4,2839
8,1100,769,691,1,2340
15,6001,641,429,0,703
1,10051,36,771,3,1390
10,1609,653,776,3,9551
9,6120,718,1017,1,6531
16,7547,416,466,3,1689
2,7642,602,537,3,2370
4,10148,623,915,2,4605
21,7336,910,802,2,2826
1,4431,863,921,2,8796
12,1120,612,641,4,3256
8,4019,381,124,2,1036
13,8463,698,837,3,8711
9,7424,456,501,4,7980
8,8707,26,424,0,4156
19,43,411,175,4,6039
8,5511,166,312,4,1025
11,114,817,660,1,2255
0,417,921,765,0,7318
5,4720,599,213,4,4552
2,499,522,281,2,9304
19,9440,845,1040,2,3586
1,529,747,144,1,8824
2,1332,60,612,1,5953
6,2464,199,300,3,3656
4,5353,89,589,1,6754
1,265,110,249,0,9641
7,3252,96,845,3,4029
7,10998,738,160,2,6402
0,6743,760,129,2,9922
7,5354,248,215,2,6105
0,939,935,487,3,2390
1,10967,846,490,1,5251
4,5016,921,825,2,8395
22,1579,956,799,0,8729
9,6869,801,749,2,6339
12,10538,476,827,1,4912
5,10725,522,793,2,940
3,4746,589,630,3,4900
5,774,542,700,1,3683
3,1531,493,544,1,4242
4,10560,109,161,1,292
13,6683,686,854,1,7954
9,8704,165,271,0,3663
14,9169,164,287,1,6586
21,7096,999,11,3,8516
4,10788,450,879,0,7
15,9619,220,227,1,3569
9,9673,734,801,4,992
1,712,906,604,4,3679
21,351,487,672,4,6931
18,7691,596,744,0,5303
9,286,93,376,0,5648
6,2633,549,597,4,1822
8,4974,156,303,0,3504
23,7604,658,870,4,7238
20,1871,225,320,0,4931
8,76,327,1055,3,504
8,3514,231,447,2,6223
8,4592,461,744,0,9429
6,4996,798,771,3,9138
10,10765,973,276,0,6739
8,352,749,490,3,4813
9,4686,807,791,0,9348
4,6625,869,139,1,9718
1,7871,891,1008,2,4797
18,10894,569,125,0,3377
7,2400,164,418,1,604
6,10581,134,670,0,5841
0,2736,497,592,4,2482
1,817,577,611,1,4946
17,9420,421,851,0,8400
3,4207,99,508,2,6841
8,7306,550,868,2,25
4,8184,463,567,2,2900
9,1350,819,785,2,7894
4,3569,327,708,2,5953
22,4484,970,336,0,6491
2,9835,640,371,0,9520
2,7213,456,301,4,1453
19,9161,968,983,1,8935
10,3518,613,938,4,7112
19,5063,367,881,3,5722
5,4928,281,127,3,5007
6,9345,4,284,4,3999
16,7522,157,394,1,1378
1,8649,314,181,2,5442
3,2330,896,352,2,3509
21,1548,898,614,1,8266
22,9132,330,984,3,7273
15,2462,438,440,1,6580
3,6187,893,505,3,9888
7,3404,331,925,3,1962
1,6100,54,516,2,594
5,6536,895,159,0,7583
4,3550,227,294,1,3461
4,7505,657,498,1,7449
2,8370,575,851,4,2268
11,7866,615,409,1,4746
8,2963,173,154,2,2724
2,7386,434,546,0,4143
5,3944,866,920,3,2281
0,2520,295,1069,3,1431
0,9081,433,952,1,2508
21,5540,769,351,4,2031
9,8630,885,208,4,183
13,7899,161,276,0,3067
20,1531,569,785,4,6393
12,4887,278,330,1,6223
9,1359,666,943,2,499
24,3493,439,569,4,7309
0,5659,693,944,0,8975
9,10645,303,566,4,7475
21,1162,597,671,3,9344
14,6076,493,1024,0,9819
1,2300,594,990,2,2359
5,10255,252,175,2,8309
7,2359,684,458,3,1400
16,8475,734,1034,2,6239
17,10012,30,35,3,6661
4,7824,916,678,1,4844
17,7759,797,993,3,7690
2,7382,935,551,1,1964
8,3468,751,499,3,8258
22,7856,859,443,3,9400
22,10500,739,584,4,3256
6,6564,399,511,2,7687
18,9746,168,677,0,7117
20,2003,21,582,1,9337
7,2440,267,668,1,9736
3,579,973,343,0,6298
2,6350,716,697,1,8768
6,9409,209,806,1,4691
5,9275,306,715,1,1956
1,8191,446,297,2,5642
24,6792,527,336,0,5219
3,9760,456,765,0,6594
8,8013,669,404,2,4095
22,10130,359,817,0,9154
2,4981,658,709,2,969
1,7994,551,330,1,1188
5,430,379,215,2,4489
17,10861,580,891,4,5009
2,5716,337,816,3,8588
5,9101,246,301,4,9791
8,8362,836,669,2,942
5,7952,918,1043,1,155
7,10783,712,696,2,9897
6,5146,495,811,1,6437
7,8006,477,962,1,7775
2,3736,272,989,2,94
13,10556,651,494,3,1076
1,4929,440,227,1,1216
23,3111,311,738,3,9212
20,9588,453,558,3,5386
4,1885,402,824,2,6935
4,2394,814,460,2,3311
13,5768,943,920,4,2103
19,235,656,567,4,8029
3,4449,253,240,1,1375
9,8867,901,891,2,2537
13,5244,151,232,1,3138
6,5742,534,189,1,1387
9,3132,597,800,2,2861
9,2096,348,191,4,7183
19,8696,962,523,0,1379
2,3348,845,1064,0,272
6,1668,309,956,0,6364
9,2612,913,982,4,884
3,4246,676,992,2,4943
5,1353,432,128,1,7919
4,10524,715,761,3,3020
8,10194,111,172,3,3993
2,5470,424,888,0,9486
3,4258,881,200,2,6085
4,1103,448,761,0,4444
8,4057,346,246,3,6703
1,10772,47,979,3,6862
0,5086,780,99,4,1922
7,3422,91,166,3,9592
4,484,967,952,2,5421
9,6516,996,162,3,1316
8,5016,319,457,0,590
7,3059,471,1040,0,8710
17,5116,487,1073,4,8366
3,10595,189,326,1,655
13,4590,845,1009,2,7278
1,5186,134,219,1,5017
7,1814,843,908,2,5815
0,1751,242,735,2,5620
3,241,614,590,0,9471
9,329,911,119,3,8770
7,10568,877,897,3,7227
15,1837,348,463,4,7785
5,9589,489,336,0,2866
3,10350,29,545,3,8299
3,4740,367,231,1,2227
10,10345,580,1046,3,5323
20,7838,894,571,0,8982
8,7896,304,255,3,7951
22,10406,699,778,3,193
2,585,137,790,2,2282
5,7552,563,403,1,7255
20,2288,502,885,1,9309
13,3940,277,547,4,7124
17,4222,492,562,3,234
15,7473,862,490,3,125
20,7644,68,992,1,2480
9,9804,958,582,3,8444
8,7346,574,173,2,1768
3,9537,684,993,3,1407
10,8308,181,373,0,6365
2,8208,393,672,3,7631
7,10347,540,392,3,8154
23,6451,931,1026,1,1232
18,7210,556,653,1,7044
16,1970,863,389,0,9543
22,6480,990,311,2,1045
