C_NATIONKEY,C_ACCTBAL,CORR1,CORR2,C_MKTSEGMENT,C_PHONE
18,656,355,891,2,3951
15,983,611,54,4,6850
10,717,332,169,2,1655
5,10074,764,352,0,8230
5,1046,414,841,3,8690
14,2359,52,27,3,4629
1,1901,792,815,2,6516
3,5680,701,376,1,8918
0,5048,303,180,3,4784
5,10743,635,724,1,6817
19,9460,201,493,2,852
3,4113,440,665,1,627
12,2039,88,423,4,8902
1,6704,742,324,3,4717
7,10930,39,30,1,2341
7,1019,650,1129,1,9184
8,3834,708,874,2,5957
12,10582,160,621,2,898
5,7104,488,1095,3,6245
23,6468,239,724,2,3319
12,7979,851,1082,1,9765
7,551,507,770,4,6093
14,9621,1068,35,0,2018
18,3153,551,940,1,7690
8,903,1040,1024,3,7820
17,1987,733,1125,1,4110
0,5379,55,806,4,8219
23,10675,678,338,0,4367
3,9373,920,934,0,4957
15,9363,1089,912,4,1869
19,4103,763,463,1,7421
17,3243,789,114,4,6847
19,9806,768,1120,4,5773
4,733,536,760,1,260
20,98,671,826,4,9833
9,10295,687,713,3,215
8,8416,337,616,2,4715
5,3160,518,846,0,2872
7,6292,117,62,1,3306
7,8681,678,1138,1,728
2,7857,563,145,2,7765
9,2084,1092,990,2,4674
3,1238,778,650,3,8175
18,10228,668,558,4,8896
3,9848,479,604,1,6241
0,333,510,867,4,4421
9,9837,470,269,0,1845
11,5390,939,693,0,1617
3,5947,355,373,0,340
9,2659,672,95,0,5068
16,7418,945,881,3,603
9,3225,371,267,4,6324
9,4600,555,482,1,4773
12,927,850,756,1,156
6,10205,470,500,3,579
19,228,1017,116,2,8076
0,8817,310,1116,2,1555
17,4232,299,789,4,7225
2,6723,490,1009,0,1722
6,7927,899,581,1,1885
14,10241,768,811,2,1597
5,10902,543,935,1,4171
7,4627,463,471,4,6079
0,10359,219,450,1,1412
2,2091,25,113,2,4683
8,3973,718,1030,0,7437
5,9427,547,880,2,7431
14,5763,928,692,1,7740
9,7321,581,1136,4,8709
2,108,506,495,4,8392
14,7726,786,243,4,8783
11,5593,346,620,1,2023
0,1483,248,552,2,6708
19,6145,202,633,2,3442
24,1735,892,62,2,8024
6,6412,76,1056,0,4402
6,1864,237,130,1,8483
24,8557,402,838,0,6590
4,8085,553,1092,1,3470
3,2259,52,186,0,4685
23,2023,357,588,1,8609
0,2265,1080,83,3,7902
9,3453,544,503,0,1807
20,6878,328,873,4,6811
9,8725,140,987,3,7454
21,4026,125,42,3,1289
4,3421,767,765,3,6638
7,8641,31,237,2,7059
20,4739,402,335,0,2238
4,2499,715,423,1,6326
9,8019,1088,282,3,7735
10,4561,702,593,0,4334
12,5462,494,828,1,5674
8,741,299,320,1,8238
19,8509,969,1059,2,7283
19,5920,126,987,2,9586
2,2478,259,583,3,7170
7,5190,709,875,3,3604
8,2051,307,941,1,6830
4,7684,1013,565,3,1926
20,3815,165,131,3,953
3,1898,856,996,0,7536
18,8433,144,974,4,6830
11,10066,642,100,2,6054
17,334,1078,858,4,8539
2,8909,919,935,2,9805
0,4232,358,964,4,940
4,6927,885,399,4,7322
2,3610,713,1133,2,750
3,5456,917,940,0,2881
2,3265,628,372,1,8580
22,6706,368,1147,0,1989
9,7370,1,634,4,8282
1,61,263,961,2,4066
2,8434,971,170,3,285
20,3861,314,246,2,1557
14,2643,904,7,0,2683
3,5353,217,733,0,3206
12,10758,410,869,1,6614
7,6369,502,1020,1,8304
7,3065,972,156,1,1929
6,8739,509,23,1,3497
6,8626,938,17,1,8252
9,3383,447,903,4,2706
9,4757,750,981,4,7344
21,5273,175,547,0,5426
4,3066,825,197,3,5039
18,3855,170,583,1,9238
12,8452,583,788,1,5273
7,9306,497,130,1,676
23,4001,97,203,3,4989
9,861,159,705,3,1346
6,7093,125,557,0,2695
2,4509,709,705,1,5
1,3397,271,294,3,4516
12,5372,940,263,3,9690
5,5874,916,117,4,3055
9,6615,377,553,4,1564
17,3181,787,766,3,4999
16,314,383,409,3,215
6,8444,386,887,2,1815
19,5603,347,737,3,6913
6,304,857,1134,3,90
10,2242,946,372,1,5432
14,1679,59,1147,3,1116
6,3543,322,719,3,6657
9,7581,1097,1141,2,4790
17,9493,379,37,3,7708
19,10513,665,941,1,2255
7,1399,1054,1128,2,7829
0,518,356,245,0,9247
9,4733,549,396,2,7963
5,9117,679,459,2,8263
5,6073,529,99,2,7575
20,4363,351,877,2,4054
4,1275,988,1110,1,3287
8,10762,438,1017,4,9294
13,3686,77,789,4,9858
7,4480,974,1026,2,803
12,2153,887,523,3,5959
2,8093,876,1098,2,8141
7,483,274,1034,2,32
24,4954,168,1021,4,6261
8,8100,270,278,1,5653
13,2270,821,1146,3,5800
1,3816,692,215,4,6846
5,5945,1010,285,2,2888
1,5205,584,785,4,3732
19,5969,567,256,2,6230
3,5107,1020,583,4,8666
23,7052,749,894,1,6687
9,10187,904,805,2,8493
3,9955,155,785,1,7052
3,838,166,311,4,4709
10,9783,698,329,2,1162
9,6299,161,648,0,1097
22,522,686,662,3,2566
9,9688,981,780,0,1849
6,3056,1008,3,0,7168
24,8282,313,714,3,857
24,4587,973,1110,4,551
15,10669,209,263,1,6045
7,5688,57,640,1,3580
2,7881,1027,290,4,5634
10,9384,715,153,1,8308
17,6108,815,1103,2,3944
23,1811,564,762,0,3296
8,2000,891,945,4,4397
5,3990,21,440,2,998
13,6966,555,698,1,7980
10,3535,439,1144,1,7616
8,8393,97,872,1,4897
8,6642,689,271,1,723
4,3963,770,629,2,5368
16,5913,1026,632,2,7861
22,9609,527,164,4,943
20,10988,187,120,4,703
8,1628,273,837,2,6212
7,2244,801,133,4,232
12,8047,32,26,3,9958
11,6166,202,248,0,619
9,4968,655,433,2,312
4,4323,221,505,1,2061
2,3691,102,473,3,2880
0,5705,512,1059,1,3075
3,5130,166,645,1,4149
17,10989,13,517,0,244
24,6011,641,495,3,5174
1,1197,443,1126,0,4742
2,4660,675,277,1,7482
0,4598,502,596,0,168
5,3178,124,621,3,4097
7,6224,829,949,4,2544
13,1169,638,605,3,7198
15,10801,321,799,3,4149
0,2733,641,296,0,8205
22,830,294,95,3,6723
4,1208,265,107,1,8004
0,5970,260,785,1,9187
0,6919,697,221,2,5582
13,1882,453,797,0,9147
1,3485,135,560,0,3552
3,1191,397,1019,2,4874
23,10680,755,138,1,2392
12,2547,202,961,2,7447
5,4958,745,953,1,9743
6,8072,621,980,4,4515
20,3581,964,1102,1,3641
22,2949,55,400,1,3966
16,9126,339,694,4,8797
24,6988,438,582,1,9254
19,319,30,248,0,6934
5,6230,901,499,0,1082
14,10005,276,1110,2,6171
10,9172,640,728,3,8703
13,1958,725,566,4,3811
0,1505,143,265,0,8923
15,1898,243,898,3,6930
21,3474,276,259,0,5276
7,7190,1075,32,1,2791
6,9363,342,636,0,2954
5,8268,1019,754,0,5717
10,9774,783,694,4,7306
14,957,361,804,2,6808
14,1299,565,464,0,3333
4,3522,387,319,3,4731
5,4858,366,661,2,1342
12,10409,439,249,2,6203
5,8153,387,776,2,1906
11,9878,1036,1059,2,2042
1,5622,531,1022,1,9404
8,6938,935,285,1,1228
5,2505,503,392,2,9102
12,2750,282,659,3,6949
5,2008,644,573,2,7007
17,9680,415,55,1,2348
16,9958,422,353,2,9293
1,8186,322,145,2,330
9,2824,681,12,0,9175
6,6204,459,130,0,8641
10,1571,439,278,4,1844
11,3692,621,812,0,5489
10,7982,469,831,1,6672
2,2820,1079,588,2,1365
2,5039,913,106,3,8522
8,2612,116,307,4,2509
15,9575,495,478,4,8169
23,5580,164,568,0,1833
8,156,378,1083,0,1290
0,2766,81,9,1,259
8,9428,744,34,4,9417
15,1004,96,661,4,9159
7,8040,387,412,4,2596
11,432,673,89,4,7600
14,6846,90,140,3,8804
5,1613,768,980,2,3032
22,2279,569,1106,1,5486
2,7422,486,947,2,7026
7,7645,583,701,1,3580
19,5672,903,788,2,6489
7,4565,114,1049,0,5926
7,7825,141,764,4,4250
23,5487,484,221,4,109
21,5246,147,113,3,2627
5,4929,600,100,2,6605
13,2836,534,348,1,834
16,9220,956,816,4,5788
23,2547,68,995,2,2319
2,3462,523,66,0,9768
15,2970,720,83,0,5344
14,8984,150,498,4,5625
18,4308,877,1000,2,6726
3,8765,18,590,4,1014
0,1060,369,160,1,5629
0,5306,662,251,4,9952
24,7581,107,716,0,9590
11,6239,94,6,1,4321
2,9733,620,373,4,7047
4,5526,966,8,3,6499
4,2176,765,735,1,7468
4,3252,822,738,0,8775
2,8860,826,1090,1,9971
7,7535,103,1127,1,3180
0,10490,448,6,4,2150
7,7326,30,1069,3,6465
4,4129,420,257,2,8093
18,9367,428,735,1,3070
22,7521,749,955,3,4948
4,8641,475,592,1,950
9,5238,359,428,1,600
19,2449,934,724,4,8764
4,7451,363,387,4,5256
9,9297,2,1072,2,6481
19,3779,418,141,0,344
8,4000,327,920,4,6006
21,2836,378,296,1,8971
20,6463,353,345,1,8854
2,1689,683,362,4,4075
10,4278,395,543,4,8035
5,7722,856,1065,2,6015
14,7522,132,599,4,7510
11,7594,316,815,0,6460
10,4600,314,813,2,5978
1,10115,694,232,2,9246
0,2907,351,989,4,5314
24,3568,599,172,3,7275
4,3457,459,665,4,1379
9,2277,887,589,2,9701
10,3072,117,887,4,7236
10,7102,239,1044,0,6364
1,3740,981,845,2,871
13,9957,81,670,3,1671
12,7409,255,178,1,8474
19,7675,474,346,2,9804
11,7770,545,890,2,4098
12,8130,432,118,0,1441
0,1143,593,185,0,3390
4,3917,27,720,1,2970
7,8705,601,873,2,5979
16,10080,987,717,1,4779
1,8965,659,1122,0,5021
11,3803,34,279,3,1311
16,3809,585,815,0,1240
4,4366,519,722,1,2116
18,9017,419,129,4,8148
9,6445,809,344,0,351
14,162,338,676,0,445
8,3145,420,664,2,2401
0,10776,487,790,1,2702
15,8444,1013,374,1,308
0,914,55,1145,3,5792
11,10415,770,530,1,8789
9,8027,632,756,4,4970
17,598,805,710,4,2216
4,8838,550,319,4,3732
1,10608,801,188,1,1222
18,2366,148,989,0,291
20,6452,440,548,1,755
9,9339,640,193,4,9703
3,1454,676,780,2,6470
3,1594,265,486,2,8597
7,8893,367,944,2,4070
22,10332,1064,824,3,5745
3,2029,1037,728,3,703
23,1845,218,1034,0,1842
1,10486,517,581,0,3801
19,237,721,29,1,3520
21,3562,1068,950,3,5988
5,6928,960,143,3,1301
2,3965,967,1101,0,4550
22,195,604,268,0,7366
9,3967,916,361,1,298
3,2131,473,496,0,8103
18,5707,53,313,1,7004
12,9575,457,269,0,3667
9,674,464,14,4,2352
7,6287,377,499,1,881
0,6538,782,535,3,5876
5,1892,364,622,2,963
22,10883,689,376,3,7841
12,3374,363,919,4,5373
9,6464,1051,431,2,1888
23,9763,221,92,4,7861
9,7472,563,943,4,9808
12,4441,548,836,1,2132
22,5492,37,156,1,776
1,6213,1074,489,1,6194
5,896,1054,827,2,9035
14,3422,1027,1148,1,9360
13,9409,637,933,3,4994
1,2910,19,901,4,1296
9,3322,294,51,4,1589
6,3742,530,231,2,6663
7,8470,904,377,1,7379
5,10087,411,107,2,4384
6,7463,12,623,2,5362
0,3074,762,298,0,8639
2,4896,1097,750,4,9335
5,7146,563,918,2,6105
2,3322,911,916,2,1332
5,8478,697,532,0,2251
11,6038,937,384,4,1565
4,10066,1018,519,1,6512
19,1973,436,193,4,3020
17,1639,511,682,2,4401
2,6037,653,925,2,2626
15,4522,390,729,4,8547
18,10386,699,319,0,9289
5,7151,447,1117,3,2058
10,5308,625,452,1,9791
9,3546,156,593,1,8604
2,5483,582,182,1,2523
3,3684,373,846,0,8115
6,9229,583,204,2,8718
11,10602,695,483,2,5339
21,4389,847,678,3,6260
8,10261,361,1089,2,2100
8,9645,75,138,0,8904
5,7764,454,384,3,2073
4,9574,576,330,0,1008
17,6591,126,345,4,4591
0,9902,89,73,0,9678
2,10410,706,819,3,3015
8,10973,426,1066,2,2342
14,1722,78,39,1,4826
23,163,880,457,4,9660
9,5877,372,894,1,3109
3,4134,898,897,2,4156
21,684,977,903,3,7740
0,8001,20,518,2,4734
13,10253,909,13,0,3060
5,10914,327,578,4,5377
0,7925,250,515,4,1240
16,2350,942,188,1,217
24,6233,28,359,3,4109
24,2624,31,1101,1,9717
23,5683,645,553,0,641
2,8554,1008,406,2,1179
8,7331,1012,617,1,8087
4,618,495,137,4,2899
1,1256,748,1115,3,1790
9,8978,930,600,2,2600
2,5681,463,681,3,462
13,224,823,368,4,6507
9,9634,582,101,3,3060
13,3659,915,620,3,6500
5,6035,308,611,3,5638
3,5331,958,542,3,2491
15,206,444,693,0,8064
19,1050,672,1105,1,6496
20,4437,923,1126,2,4306
4,5580,1067,551,4,2160
4,8407,427,415,4,8454
4,8024,960,569,4,9070
10,5447,737,812,0,554
0,1345,355,407,2,8064
22,10164,699,632,1,9974
3,3735,966,232,4,1545
2,5443,1046,715,3,6592
2,10671,634,27,3,1329
3,8692,202,1040,1,3976
7,277,560,768,4,142
18,9698,932,162,2,5617
6,7094,89,585,4,9403
3,4318,1007,61,4,3374
7,5939,226,422,1,7352
9,3037,373,554,3,2602
2,7795,975,673,1,7327
22,9018,517,766,4,7424
0,70,257,822,2,8808
0,8369,711,1078,4,7791
5,5272,125,466,0,3365
8,4794,856,487,1,1348
7,8733,1069,136,1,3612
14,326,655,998,1,3465
14,5996,393,104,1,1654
7,3879,270,693,0,9562
10,9140,426,222,2,8672
3,3232,924,1,1,9514
5,8439,903,291,4,9648
4,7605,959,220,4,6473
6,4798,87,1102,1,2406
8,9694,588,331,4,4291
1,4153,337,135,2,6383
7,1906,229,969,3,1649
0,10309,8,797,0,3051
1,462,77,596,1,7166
4,709,1059,67,3,8253
4,4425,92,454,4,8409
1,10262,581,276,1,2130
19,4602,49,245,2,1677
19,4038,146,50,4,8076
5,7527,220,714,2,1706
16,5477,367,1013,4,1901
2,5990,1071,577,1,2623
5,2389,982,877,2,9164
3,6430,928,1087,4,8171
7,8766,148,921,3,7912
7,9137,303,264,1,2458
16,1660,505,456,2,3871
19,3237,260,960,1,8195
8,8875,855,1126,3,9892
7,6105,588,27,2,3157
18,6670,147,565,4,390
5,4243,45,785,3,2715
11,7395,1073,437,3,3664
14,502,1058,917,2,3879
5,9354,143,135,4,8216
13,5063,38,1105,1,6658
16,10795,48,819,4,1082
2,1201,861,644,3,7320
16,5069,879,833,1,4091
1,4155,787,140,2,8622
14,10264,514,271,2,6774
24,2202,300,450,0,5544
23,6135,554,914,2,9340
5,224,292,1087,4,8678
20,4501,290,200,4,8828
8,10595,178,8,1,7655
18,5642,1077,809,0,1176
0,85,773,874,0,564
20,2088,1029,883,1,6395
1,8903,227,864,1,1183
8,2890,185,493,3,575
4,5258,27,128,3,980
8,5843,73,573,1,2038
1,8725,646,275,0,722
0,4938,352,870,0,9602
1,5176,903,288,1,7776
1,21,356,518,0,9899
13,8407,502,593,0,6366
1,10405,58,213,1,2355
21,8737,616,1119,3,1269
22,10541,747,53,2,7395
3,9205,735,774,3,5870
1,3319,291,158,4,665
4,1309,95,998,2,7553
6,10650,269,96,3,9469
6,1732,63,361,0,5890
16,7662,812,733,1,1701
5,10110,277,535,4,7071
7,10835,309,341,2,3012
16,5221,322,189,3,5828
24,1116,249,448,2,8950
18,10826,1055,447,1,2980
21,9631,960,578,0,9346
14,2791,261,784,2,7726
12,6763,1035,22,0,3203
22,9236,508,730,2,3714
18,9916,1043,698,1,3252
14,4626,323,133,1,288
7,8992,693,894,1,2958
6,1377,288,237,0,3963
2,2209,65,122,2,2929
4,3351,130,249,2,692
16,9168,875,265,0,2289
9,6411,101,3,3,7419
13,1131,357,69,3,1219
9,9028,901,357,4,8705
3,2120,4,855,1,3478
14,5853,638,475,1,3260
6,9302,969,10,0,5249
7,7555,1025,93,1,2874
7,2624,626,102,0,8562
15,8438,810,1146,2,9007
9,5437,630,131,3,5177
7,1513,615,333,2,4466
0,9070,41,215,3,5848
12,9294,520,1071,0,931
10,8426,644,541,4,840
0,9905,166,558,4,9994
3,3366,739,69,3,1650
22,929,492,591,3,2202
2,10932,104,184,3,2652
9,3997,1064,997,0,7786
20,10715,344,63,2,7900
1,1239,590,846,2,4816
24,4468,5,1070,1,8243
6,7812,604,544,0,2505
6,5059,541,397,0,6730
8,4895,875,38,1,7792
9,10714,976,610,3,7094
0,774,151,425,1,7404
16,6979,128,651,4,7699
10,2485,810,92,4,741
8,3500,246,858,0,9564
4,1298,163,922,1,4415
4,10579,959,527,1,4718
5,2226,226,1121,0,61
2,4242,271,725,2,7799
11,6363,764,541,1,9782
1,2163,472,1130,2,4289
4,7694,1071,436,4,5447
14,6737,350,610,1,6336
1,1193,746,333,0,2578
23,6423,698,663,0,3822
1,4769,401,681,0,8463
1,3196,296,864,3,3512
6,7944,538,1058,4,4675
12,1302,1020,601,4,7175
2,3911,1024,509,3,5643
3,2534,535,1106,1,4482
0,1636,802,901,2,6227
23,65,950,528,0,5007
3,818,261,514,3,893
13,5070,659,905,0,1315
20,8072,101,913,1,227
0,4048,1,746,3,1177
22,10875,0,500,4,2257
21,2847,687,270,3,399
16,1165,996,768,0,165
2,655,338,1116,0,4466
10,442,738,185,3,3585
21,4510,153,16,3,7639
19,7504,135,47,3,5777
7,373,458,285,0,2548
1,2428,148,282,0,8076
22,6828,1042,527,3,3005
1,6560,489,1073,3,9832
2,4920,751,245,1,5618
9,2325,34,1042,1,5293
14,9389,794,432,1,6025
1,9785,707,510,1,6025
6,2754,615,56,2,1154
1,7802,359,733,0,5152
5,2586,465,169,1,7604
0,4512,232,661,2,8620
22,10770,228,545,0,4492
8,3317,802,954,2,6334
0,9639,770,222,0,9033
24,772,796,967,2,5355
21,2450,481,943,1,8669
0,8946,370,810,2,9278
19,5388,869,457,1,6026
2,7475,701,1128,1,6422
1,9110,1082,129,3,1163
5,6496,224,682,4,1763
0,782,458,736,2,6961
13,8440,777,620,4,1306
11,10588,692,361,0,2872
19,5982,756,254,2,8203
13,8204,158,1112,4,3105
4,2596,956,1010,3,3228
8,4822,582,573,3,198
5,4619,1053,99,3,7892
16,7017,61,422,4,8746
24,9572,1042,97,2,7220
6,9812,459,144,0,6549
9,3444,541,527,0,6348
19,3070,508,469,3,9164
7,3764,750,1080,1,8521
7,2547,794,652,2,1610
8,5626,903,594,1,7098
7,1804,120,226,1,620
22,10285,923,921,4,3729
9,8471,956,1010,4,1732
1,8689,480,56,0,8447
1,2379,531,241,0,4749
9,6031,313,240,1,6683
17,1458,810,1141,4,692
6,5012,518,213,4,2401
15,10105,190,832,3,7787
18,8147,872,750,0,7564
3,10988,1038,853,0,3524
1,1048,277,977,2,4975
5,3588,622,659,4,2368
22,10566,378,489,0,1115
4,9424,293,140,1,4106
8,1592,795,485,1,915
16,2458,314,531,0,8723
5,7223,338,942,1,6381
23,10643,504,1133,1,4231
9,4609,667,579,0,3190
2,2708,828,1041,1,9461
9,5301,293,994,0,5793
15,9365,100,635,1,9265
7,1069,1075,732,0,9238
22,6687,623,700,4,2080
24,6237,545,73,2,7223
2,2087,814,1095,2,1708
7,8709,336,278,2,9544
10,5742,717,939,1,1572
3,6502,311,237,0,3390
18,1456,903,812,2,665
2,3398,333,814,2,1298
9,5661,778,1075,2,7927
17,4795,195,414,0,7527
11,7462,953,1085,2,6626
24,8318,635,1070,2,1597
5,8078,963,438,0,6046
3,6667,731,25,2,5450
24,1221,533,275,0,957
1,1389,104,1080,2,6975
16,7450,194,685,3,5731
8,1562,77,313,0,3607
24,6289,1033,671,1,1127
3,3515,1053,962,2,7511
3,3104,750,910,3,3255
8,155,408,194,3,5310
21,1755,930,838,3,4089
15,6796,996,124,4,4423
9,1180,18,368,2,2233
9,4484,909,169,4,6815
3,10852,708,156,0,5184
4,1306,358,676,3,5125
5,4839,537,812,1,548
12,1038,1053,807,0,5864
2,3913,424,708,1,227
5,4920,1075,606,4,5458
0,3292,579,508,0,4710
3,3021,352,684,0,7542
2,2724,247,836,0,5824
13,7739,898,539,3,5813
15,1578,1016,1044,4,8433
1,2117,26,390,4,3468
2,8332,922,990,2,1106
16,2319,30,108,1,9554
18,10903,1070,967,0,3960
15,10204,64,677,1,7642
2,2811,238,660,4,7919
5,6488,297,808,4,5164
5,10917,547,306,0,753
19,5750,735,845,3,8687
6,5298,1055,1045,1,7221
7,1549,678,3,0,7532
2,5086,621,484,4,5209
17,8667,330,569,4,8245
4,10248,731,884,4,8805
3,1225,784,885,1,1880
23,747,605,310,3,6023
22,8186,1062,595,1,8141
0,3992,21,801,0,2572
12,8028,875,916,0,1855
20,8950,186,386,1,8880
20,4133,151,441,3,1967
20,2560,919,711,4,8754
22,7814,337,380,4,4857
3,7932,855,636,1,6225
3,8685,609,520,3,3562
5,3491,649,373,3,5962
8,663,192,411,2,2346
10,10673,918,97,3,611
15,4894,233,802,4,6818
0,9135,513,1149,0,6566
1,3453,218,863,3,8304
1,2329,402,1001,4,1533
18,6679,1091,431,4,7587
17,3092,743,618,3,3593
10,7096,1006,855,0,188
15,9976,139,241,0,3486
7,7919,425,487,3,4392
4,4794,751,708,4,3284
9,5653,935,1084,1,2517
7,6377,558,715,0,8586
8,844,480,665,0,9188
4,3608,748,1088,3,937
15,6460,1038,214,4,3758
9,5854,57,523,3,8559
0,6257,155,748,0,3517
11,2103,66,878,3,5404
0,121,1002,696,3,8338
20,4718,31,1062,3,597
2,5683,1044,1024,1,1779
15,2261,1015,710,0,4950
12,2479,663,126,1,1032
22,9710,547,395,4,1185
19,3289,303,266,4,3364
18,6591,740,71,4,8085
15,5401,1079,784,1,6435
0,4309,902,787,1,2488
7,10866,870,189,1,9604
1,4550,341,1118,1,9893
1,8439,24,1094,2,5462
2,8169,623,517,3,710
10,8358,343,627,3,8469
22,7929,268,80,3,5934
20,7058,169,1122,4,9211
9,3896,215,270,4,2198
17,9100,164,621,3,9983
7,5513,351,665,0,5690
2,1473,280,25,2,8912
19,7406,944,163,3,7497
17,4078,291,389,2,886
16,3092,325,1105,2,9915
10,3453,347,107,0,2694
19,9300,657,166,2,6656
24,9454,843,307,3,4061
15,3732,139,805,4,4313
3,1172,622,1054,1,3708
11,5369,555,902,2,523
8,9048,595,393,4,7593
10,7758,278,724,2,9958
9,10259,1017,405,0,9100
0,2809,781,915,3,178
6,6861,897,890,4,6589
9,4406,244,1030,0,8660
1,9388,930,54,4,5202
10,1171,373,723,2,7304
5,1145,952,119,4,9784
2,8325,1001,448,1,8947
3,9324,630,32,1,4669
0,2389,183,471,2,2872
4,5235,744,1093,2,2009
19,8797,866,512,1,8410
10,507,978,88,0,8426
2,1591,68,742,2,8017
19,8748,346,1053,3,3956
12,6836,816,636,3,5181
9,9976,379,236,4,6734
1,8740,378,313,4,685
9,9575,222,267,0,934
6,5336,106,500,3,1814
23,9184,245,881,0,5224
4,4142,206,115,4,5309
18,2194,920,773,0,5646
20,174,1002,118,2,2966
2,6623,608,903,0,262
5,6802,317,846,1,3257
18,6336,505,63,0,5778
20,133,487,1082,0,7165
20,10521,1097,1019,3,5788
18,4005,930,390,2,9517
8,64,1,55,4,322
12,9047,640,751,4,3600
1,3333,430,509,4,3749
6,10342,900,931,2,4168
6,1317,63,850,0,1026
24,5794,560,269,1,970
20,4900,742,747,2,2967
15,7046,979,903,0,6764
11,1362,259,1013,1,4760
3,2852,891,165,4,3335
4,3608,166,92,4,7241
16,8259,31,176,0,7427
0,4441,737,886,3,3561
20,4069,137,1074,2,1199
20,5736,179,328,3,9819
5,1137,701,481,1,7572
2,7732,717,1087,3,7599
7,10811,115,869,4,9077
8,10281,742,547,4,2298
22,6134,301,859,1,8521
5,6099,826,992,1,2631
4,5449,730,962,2,1579
4,9678,427,729,0,2831
21,8910,726,548,0,2625
13,7843,47,498,0,3075
4,4186,1054,684,0,3674
18,8927,876,246,1,6934
14,6022,8,775,1,5001
23,139,897,1147,1,3245
9,8017,456,615,3,8537
5,5755,637,1046,3,4126
20,6855,625,502,1,4775
14,10688,864,60,4,4684
5,3148,386,458,2,354
15,9094,140,1015,3,5249
17,8670,993,1110,0,8054
4,1835,732,506,3,1894
4,10929,1066,847,3,2605
6,1322,453,995,2,4083
4,10308,335,959,4,1234
14,7400,670,1046,1,5321
0,1047,662,681,0,7762
5,7296,231,249,2,4451
23,448,38,214,0,4881
2,7150,279,1122,2,5607
7,1694,523,864,1,644
5,5021,916,100,3,9322
8,6143,394,687,3,7035
21,2656,306,1058,2,5798
19,6329,912,534,4,8304
11,886,484,835,1,6520
22,5254,124,539,1,540
22,1363,3,803,4,4007
0,452,539,488,3,9817
16,2996,224,726,2,9636
4,1232,856,548,3,4481
23,9472,582,323,0,6250
23,7296,140,46,2,3457
10,9626,571,427,4,6771
1,9973,540,704,0,6792
1,8566,227,736,4,7251
9,100,912,879,1,4853
4,9437,1021,788,0,1207
0,5435,796,270,2,4532
0,158,464,962,0,62
19,8878,700,786,1,5378
5,6983,683,100,0,4476
15,2178,565,66,0,8199
2,4559,551,526,2,194
1,363,60,1045,0,8089
12,8089,1029,247,4,4859
13,9356,664,282,4,8403
23,10570,947,945,4,9116
6,9243,317,924,3,2284
0,8760,620,84,4,879
7,9401,802,465,4,5028
8,1600,440,536,0,7253
9,100,826,478,1,3213
11,699,265,403,1,8252
18,470,699,343,2,9144
1,8105,930,1061,2,9329
8,10956,1044,872,4,124
16,1293,496,697,4,6921
0,1614,772,245,0,7216
24,6735,574,481,4,9856
2,5720,352,792,4,1561
4,3685,813,1065,1,4978
3,3865,137,545,2,6509
7,6112,937,395,0,2154
11,8942,913,981,3,2257
7,4156,328,200,0,6560
10,5581,531,487,2,8069
10,6373,800,65,0,6599
10,3126,979,687,1,4473
6,1027,361,932,4,1206
8,9214,400,453,4,6950
8,4288,1,830,0,5973
16,1710,443,1098,0,6357
13,8959,30,239,4,9224
18,9857,315,691,2,9110
0,9999,283,658,4,3313
15,10440,773,1097,4,916
12,2421,12,493,3,9864
17,3802,261,436,3,7642
3,8466,141,958,2,8398
17,5364,80,250,3,295
4,422,884,139,2,7198
12,9923,798,140,0,9774
19,4070,128,590,4,6670
7,985,384,860,3,9699
5,2020,161,881,3,7853
4,7877,122,399,1,5183
21,5287,839,391,4,8663
0,2056,227,39,0,3104
9,8564,53,681,2,5423
8,1745,878,1149,0,8743
7,9477,771,313,4,221
17,8218,696,563,2,8713
22,8400,254,1031,3,2895
1,171,1004,243,4,2740
0,2100,203,373,0,5825
14,558,719,40,2,3357
6,9998,641,219,1,9658
6,5237,820,277,0,9616
23,6068,118,595,0,2726
11,485,408,178,0,6467
18,5283,570,13,0,326
6,4994,455,298,0,6515
3,199,477,893,3,6329
6,8303,167,754,4,8961
9,7954,217,474,4,9069
3,3079,675,1020,4,8826
16,3652,823,832,1,3532
14,10260,68,828,3,4659
9,7048,795,208,4,3292
11,10402,532,451,2,7427
7,958,678,323,2,5268
21,2557,361,1090,3,7394
11,5550,254,638,4,4390
0,7296,517,537,1,3396
6,2906,144,185,3,4083
10,5452,399,360,1,7641
8,4678,987,116,3,9258
10,9334,873,166,2,1875
6,5512,528,1002,4,8134
5,2661,860,748,4,5247
4,623,781,326,0,9811
18,9049,823,344,3,3244
12,1186,470,922,4,5362
3,8697,445,464,3,7415
20,8999,895,476,1,1710
5,10405,800,31,2,7645
17,8713,267,830,0,2969
23,6190,125,603,4,2071
7,1141,317,0,3,2928
0,2344,368,858,4,4797
13,3243,787,461,0,7983
21,2838,997,921,2,3698
19,10810,355,1125,4,7280
14,1655,3,290,4,9381
10,7099,916,839,3,2053
6,10974,204,323,4,1628
2,5916,242,627,2,9220
1,9821,816,916,0,7815
10,7611,168,785,4,8077
6,10688,526,598,2,2329
20,5714,561,416,2,769
6,10126,1035,1071,2,5206
20,2355,843,179,0,6152
7,4757,724,955,2,4516
5,5128,111,932,3,8198
2,2477,554,334,4,4837
